Nome ”rg„o;N˙mero Processo;DescriÁ„o Processo;Modalidade de ContrataÁ„o;Empresa Contratada;CNPJ CPF;DescriÁ„o Processo;Item / Finalidade;Quantidade Item;Embalagem;Valor Unit·rio;Valor Total;N˙mero Empenho;Data Emiss„o;Tipo LicitaÁ„o;Materiais/ServiÁos;N˙mero Oferta Compra;Local Entrega;Nome Gest„o
SECRETARIA DA SAUDE;2020/11841;AQ.MATL HIGIENE(CONT.CORONAVIRUS);PREG√O;AOYAGI COMERCIO DE MATERIAIS DE LIMPEZA, DESCARTAVEIS E PISCINA EIRELI - ME;24657987000180;TOALHA DE PAPEL-SIMPLES-INTERF.INST,CLASSE1,2DOB,MED(22X21,5)CM,BRANCO;PLANO DE CONTINGENCIA PARA CORONAVIRUS;6000;505 - PACOTE 1000 UN;7,19;43140;2020NE00349;43948;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/11842;AQ,MATL.MED.HOSP.(CONT.CORONAVIRURS);PREG√O;GRANDESC MATERIAIS HOSPITALARES EIRELI;7086868000103;AVENTAL DESC.NAO TECIDO,MANGA LONGA,1,20 CM,(50G/M≤),C/LAUDO;PLANO DE CONTINGENCIA PARA ATENDER CORONAVIRURS;12000;1 - UN;3,3921;40705,2;2020NE00421;43965;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13838;AQ. MAT. MÈDICO HOSPITALAR (AGULHA DESCARTAVE;PREG√O;CRISMED COMERCIAL HOSPITALAR LTDA.;4192876000138;AGULHA HIPODERMICA, CANULA EM ACO INOX,CILINDRICA-OCA-RETA,30MMX08MM;REPOSIÁ„O DE ESTOQUE;24000;1 - UN;0,28;6720;2020NE00432;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13838;AQ. MAT. MÈDICO HOSPITALAR (AGULHA DESCARTAVE;PREG√O;NACIONAL COMERCIAL HOSPITALAR S.A.;52202744000192;CANULA ENDOTRAQUEAL PVC, OLHO DE MURPHY, COM CUFF, 7.0 MM (30 FR);REPOSIÁ„O DE ESTOQUE;200;1 - UN;3,4;680;2020NE00433;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13838;AQ. MAT. MÈDICO HOSPITALAR (AGULHA DESCARTAVE;PREG√O;COTACAO COM REPRES IMP EXP LT;58950775000108;CONJ.CATETER INFUSAO PARENT.,CAT.DP.LUM.,SER.5CC,VASODIL.7FRX20CM;REPOSIÁ„O DE ESTOQUE;300;1 - UN;54;16200;2020NE00434;43969;7;Materiais;;AV.EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13838;AQ. MAT. MÈDICO HOSPITALAR (AGULHA DESCARTAVE;PREG√O;DE PAULI COMERCIO REPRESENTA«AO IMPORTA«AO E EXPORTA«AO LTDA;3951140000133;EQUIPO P/BOMBA DE INFUSAO,LIFEMED,REF. EQM,ESTERIL;REPOSIÁ„O DE ESTOQUE;200;1 - UN;45,1;9020;2020NE00435;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13838;AQ. MAT. MÈDICO HOSPITALAR (AGULHA DESCARTAVE;PREG√O;DEVANT CARE COMERCIAL LTDA;27401513000160;FITA TESTE,(TIPO BOWIE DICK),PACOTE SIMUL.(12,5CM X 12,5CM);REPOSIÁ„O DE ESTOQUE;200;1 - UN;7;1400;2020NE00436;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13838;AQ. MAT. MÈDICO HOSPITALAR (AGULHA DESCARTAVE;PREG√O;BIOTEC PRODUTOS HOSPITALARES LTDA.;7204591000168;HEMOSTATICO ABSORV.,GELATINA E OUTR,(70X50X10)MM,(C/VARIACAO),ESTERIL;REPOSIÁ„O DE ESTOQUE;20;1 - UN;51,34;1026,8;2020NE00437;43969;7;Materiais;;AV. EMILIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13838;AQ. MAT. MÈDICO HOSPITALAR (AGULHA DESCARTAVE;PREG√O;CRUZEL COMERCIAL DISTRIBUIDORA DE PRODUTOS HOSPITALARES EIRELI;19877178000143;SONDA DESCARTAVEL EM LATEX NATURAL, TIPO SENGSTAKEN BLACKMORE, N. 18;REPOSIÁ„O DE ESTOQUE;15;1 - UN;390;5850;2020NE00438;43969;7;Materiais;;AV. EMILIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13838;AQ. MAT. MÈDICO HOSPITALAR (AGULHA DESCARTAVE;PREG√O;CRUZEL COMERCIAL DISTRIBUIDORA DE PRODUTOS HOSPITALARES EIRELI;19877178000143;SONDA ESOFAGICA EM BORRACHA CAL. 21CH, TRIPLO LUMEN RADIOPACA ESTERIL;REPOSIÁ„O DE ESTOQUE;5;1 - UN;390;1950;2020NE00438;43969;7;Materiais;;AV. EMILIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13841;AQ. MATERIAL MÈDICO HOSPITALAR (CATETER E OUT;PREG√O;SC COMERCIO DE PRODUTOS HOSPITALARES EIRELI;34396122000160;CATETER P/HEMODIALISE EM TRIPLO LUMEN,C/11,5 A 12 FR,RADIOP.,ESTERIL;REPOSIÁ„O DE ESTOQUE;5;1 - UN;115;575;2020NE00425;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13841;AQ. MATERIAL MÈDICO HOSPITALAR (CATETER E OUT;PREG√O;BRIT ASSESSORIAS, CONSULTORIAS E REPRESENTAÁOES-EIRELI;28114563000120;COBERTURA/ENVOLUCRO DE OBITO POLIMERO CINZA OU AZUL C/ZIPER 1,00X2,10M;REPOSIÁ„O DE ESTOQUE;360;1 - UN;10,08;3628,8;2020NE00426;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13841;AQ. MATERIAL MÈDICO HOSPITALAR (CATETER E OUT;PREG√O;BIOPACK PRODUTOS HOSPITALARES LTDA.;11934368000143;COMPRESSA NEUROCIRURGICA,FIBRA DE RAYON,C/ SOLUCAO HEMOSTATICA,13X38MM;REPOSIÁ„O DE ESTOQUE;10;31 - PACOTE 10 UN;34;340;2020NE00427;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13841;AQ. MATERIAL MÈDICO HOSPITALAR (CATETER E OUT;PREG√O;BIOPACK PRODUTOS HOSPITALARES LTDA.;11934368000143;COMPRESSA NEUROCIRURGICA,FIBRA DE RAYON E FILAMENTO RADIOPACO 25X76MM;REPOSIÁ„O DE ESTOQUE;10;31 - PACOTE 10 UN;34;340;2020NE00427;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13841;AQ. MATERIAL MÈDICO HOSPITALAR (CATETER E OUT;PREG√O;P.H.O.- PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA.;8211767000171;DESINFETANTE ANTIMICROBIANO LIQUIDO, SPRAY OU ESPUMA DE 750 A 1000ML;REPOSIÁ„O DE ESTOQUE;200;1 - UN;55,5;11100;2020NE00428;43969;7;Materiais;;AV. EMILIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13841;AQ. MATERIAL MÈDICO HOSPITALAR (CATETER E OUT;PREG√O;VIVA CARE MATERIAL MEDICO HOSPITALAR LTDA. - ME;24562614000125;RESSUSCITADOR MANUAL SILICONE ADULTO, RESERV. OXIGENIO DE 2.500 ML;REPOSIÁ„O DE ESTOQUE;20;1 - UN;156;3120;2020NE00429;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13841;AQ. MATERIAL MÈDICO HOSPITALAR (CATETER E OUT;PREG√O;DUPAC COMERCIAL EIRELI;12164483000149;SERINGA DESC.BICO CENTRAL LUER,1ML,C/AGULHA 13X4,5,ESTERIL;REPOSIÁ„O DE ESTOQUE;12000;1 - UN;0,23;2760;2020NE00430;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/13841;AQ. MATERIAL MÈDICO HOSPITALAR (CATETER E OUT;PREG√O;ROMA DISTRIBUIDORA DE MATERIAIS HOSPITALARES EIRELI;34282929000172;TUBO SILICONE,FLEXIVEL,INCOLOR,N.207;REPOSIÁ„O DE ESTOQUE;300;2 - M;18;5400;2020NE00431;43969;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;HALEX ISTAR INDUSTRIA FARMAC UTICA SA.;1571702000198;ATROPINA, SULFATO 0,25 MG,INJ.,AMPOLA/FRASCO-AMPOLA;AQUISIÁ„O DE MEDICAMENTOS COVID 19;240;1420 - AMPOLA;0,28;67,2;2020NE00300;43937;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;HALEX ISTAR INDUSTRIA FARMAC UTICA SA.;1571702000198;GERAIS ATROPINA, SULFATO 0,25 MG/ML,SOL. INJ, FA/SP 1 ML, IM/IV/SC;AQUISIÁ„O DE MEDICAMENTOS COVID 19;240;1420 - AMPOLA;0,28;67,2;2020NE00300;43937;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;SOMA/SP PRODUTOS HOSPITALARES LTDA;5847630000110;AZITROMICINA 500 MG ,COMPRIMIDO/DRAGEA/CAPSULA;AQUISIÁ„O DE MEDICAMENTOS COVID 19;500;1 - UN;0,47;235;2020NE00311;43937;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;SOMA/SP PRODUTOS HOSPITALARES LTDA;5847630000110;GERAIS AZITROMICINA 500 MG, CAP/CP/CP REV, ORAL;AQUISIÁ„O DE MEDICAMENTOS COVID 19;500;1 - UN;0,47;235;2020NE00311;43937;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;COMERCIAL CIRURGICA RIOCLARENSE LTDA;67729178000491;GERAIS LIDOCAINA, CLORIDRATO 20MG/ML, SOL.INJ, FA 20ML, PERCUT;AQUISIÁ„O DE MEDICAMENTOS COVID 19;750;1 - UN;2,415;1811,25;2020NE00327;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;COMERCIAL CIRURGICA RIOCLARENSE LTDA;67729178000491;LIDOCAINA,CLORIDRATO 2%,INJETAVEL,FRASCO-AMPOLA 20ML;AQUISIÁ„O DE MEDICAMENTOS COVID 19;750;1 - UN;2,415;1811,25;2020NE00327;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;BLAU FARMACEUTICA S.A.;58430828000160;G:OMEPRAZOL 40MG, PO LIOF.SOL.INJ,C/S/DIL-AMP/FA/S.PREENCH-C/S/DIL IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;200;1 - UN;4,75;950;2020NE00328;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;BLAU FARMACEUTICA S.A.;58430828000160;OMEPRAZOL 40 MG/AMPOLA/FRASCO AMPOLA + DILUENTE;AQUISIÁ„O DE MEDICAMENTOS COVID 19;200;1 - UN;4,75;950;2020NE00328;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;COMERCIAL CIRURGICA RIOCLARENSE LTDA;67729178000491;EPINEFRINA 1 MG,INJETAVEL,FRASCO-AMPOLA/AMPOLA;AQUISIÁ„O DE MEDICAMENTOS COVID 19;900;1 - UN;1,74;1566;2020NE00329;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;COMERCIAL CIRURGICA RIOCLARENSE LTDA;67729178000491;GERAIS EPINEFRINA,HEMITART.1MG/ML,SOL.INJ,FA/SP/A 1ML,ICARD,IM/IV/SC;AQUISIÁ„O DE MEDICAMENTOS COVID 19;900;1 - UN;1,74;1566;2020NE00329;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;SOMA/SP PRODUTOS HOSPITALARES LTDA;5847630000110;GERAIS NOREPINEFRINA, HEMITARTARATO 2MG/ML,A/FA/SP 4 ML, IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;1000;1 - UN;1,66;1660;2020NE00330;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;SOMA/SP PRODUTOS HOSPITALARES LTDA;5847630000110;NOREPINEFRINA 4MG,INJ,AMPOLA/FRASCO-AMPOLA,INTRAVENOSA;AQUISIÁ„O DE MEDICAMENTOS COVID 19;1000;1 - UN;1,66;1660;2020NE00330;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;ABBOTT LABORATORIOS DO BRASIL LTDA;56998701003301;CLARITROMICINA 500 MG,INJETAVEL,AMPOLA/FRASCO-AMPOLA+DILUENTE;AQUISIÁ„O DE MEDICAMENTOS COVID 19;200;1 - UN;33,7;6740;2020NE00331;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;ABBOTT LABORATORIOS DO BRASIL LTDA;56998701003301;GERAIS CLARITROMICINA, LACTOBIONATO 500 MG, PO LIOF INJ, FA C/S/DIL,IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;200;1 - UN;33,7;6740;2020NE00331;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;CRISTALIA PRODUTOS QUIMICOS FARMAC UTICOS LTDA;44734671000151;CONTROL FENTANILA,CITR.78,5MCG/ML,SOL INJ,FA/SP/A 10ML,IM/IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;4500;1 - UN;2,25;10125;2020NE00332;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;CRISTALIA PRODUTOS QUIMICOS FARMAC UTICOS LTDA;44734671000151;FENTANILA, CITRATO 0,0785MG/ML(=0.05MG/ML FENTANIL) INJ AMP 10ML IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;4500;1 - UN;2,25;10125;2020NE00332;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;COMERCIAL CIRURGICA RIOCLARENSE LTDA;67729178000491;CONTROL MIDAZOLAM 5MG/ML,SOL.INJ, FA/SP/A 10ML, IM/IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;6000;1 - UN;2,78;16680;2020NE00333;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;COMERCIAL CIRURGICA RIOCLARENSE LTDA;67729178000491;MIDAZOLAN, CLORIDRATO 5MG/ML, INJETAVEL, AMPOLA FRASCO AMPOLA 10 ML;AQUISIÁ„O DE MEDICAMENTOS COVID 19;6000;1 - UN;2,78;16680;2020NE00333;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;CRISTALIA PRODUTOS QUIMICOS FARMAC UTICOS LTDA;44734671000151;GERAIS PANCURONIO, BROMETO 2 MG/ML, SOL INJ, FA/SP/A 2 ML, IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;200;767 - AMPOLA 2 ML;3,999;799,8;2020NE00334;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;CRISTALIA PRODUTOS QUIMICOS FARMAC UTICOS LTDA;44734671000151;PANCURONIO, BROMETO 4MG,INJ,AMPOLA/FRASCO-AMPOLA;AQUISIÁ„O DE MEDICAMENTOS COVID 19;200;767 - AMPOLA 2 ML;3,999;799,8;2020NE00334;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;CRISTALIA PRODUTOS QUIMICOS FARMAC UTICOS LTDA;44734671000151;CISATRACURIO,BESILATO,10 MG/5 ML,FRASCO-AMPOLA/AMPOLA,EV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;400;1 - UN;10;4000;2020NE00335;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;CRISTALIA PRODUTOS QUIMICOS FARMAC UTICOS LTDA;44734671000151;GERAIS CISATRACURIO, BESILATO 2MG/ML, INJ, FA/SP/A 5ML, IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;400;1 - UN;10;4000;2020NE00335;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;UNIAO QUIMICA FARMACEUTICA NACIONAL SA;60665981000975;GERAIS SUXAMETONIO, CLORETO 100MG, PO LIOF INJ, FA C/S/DIL, IM/IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;220;1 - UN;6,15;1353;2020NE00336;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;UNIAO QUIMICA FARMACEUTICA NACIONAL SA;60665981000975;SUXAMETONIO, CLORETO DE SUCCINILCOLINA 100 MG,INJ,FRASCO-AMPOLA;AQUISIÁ„O DE MEDICAMENTOS COVID 19;220;1 - UN;6,15;1353;2020NE00336;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;CRISTALIA PRODUTOS QUIMICOS FARMAC UTICOS LTDA;44734671000151;AZITROMICINA 500MG,INJ,FRAMP/AMP;AQUISIÁ„O DE MEDICAMENTOS COVID 19;30;1 - UN;20;600;2020NE00337;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16136;MEDICAMENTOS COVID 19;PREG√O;CRISTALIA PRODUTOS QUIMICOS FARMAC UTICOS LTDA;44734671000151;GERAIS AZITROMICINA 500MG, PO LIOF INJ, FA C/S/DIL, IV;AQUISIÁ„O DE MEDICAMENTOS COVID 19;30;1 - UN;20;600;2020NE00337;43941;7;Materiais;;AVENIDA EMÌLIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;CRISMED COMERCIAL HOSPITALAR LTDA.;4192876000138;CONTROL PROPOFOL 10 MG/ML, EMUL INJ, A/FA/SP 20ML, IV;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;3000;1 - UN;8,62;25860;2020NE00380;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;CRISMED COMERCIAL HOSPITALAR LTDA.;4192876000138;PROPOFOL 10MG/ML EMULSAO INJETAVEL AMPOLA/FRASCO-AMPOLA PARENTERAL;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;3000;1 - UN;8,62;25860;2020NE00380;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;MANZATOS FARMA EIRELI;17756574000197;CONTROL ETOMIDATO 2MG/ML,SOL.INJ.,FA/SP/A 10 ML, IV;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;1000;1 - UN;14,88;14880;2020NE00381;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;MANZATOS FARMA EIRELI;17756574000197;ETOMIDATO 20MG,FRASCO AMPOLA/AMPOLA IV;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;1000;1 - UN;14,88;14880;2020NE00381;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;DISTRICENTER DISTRIBUIDORA DE MEDICAMENTOS LTDA-EPP;4183656000148;GERAIS NEOSTIGMINA, BROMETO 0,5 MG, INJ, A/FA, IM/IV/SUBCUT;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;500;1 - UN;1,09;545;2020NE00382;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;DISTRICENTER DISTRIBUIDORA DE MEDICAMENTOS LTDA-EPP;4183656000148;NEOSTIGMINA,BROMETO 0,5MG/AMPOLA;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;500;1 - UN;1,09;545;2020NE00382;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;UNIAO QUIMICA FARMACEUTICA NACIONAL SA;60665981000975;CONTROL FLUMAZENIL 0,5 MG/5 ML,SOL INJ, FA/SP/A 5 ML, IV;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;1000;1 - UN;7,86;7860;2020NE00383;43955;7;Materiais;;AV. EMILIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;UNIAO QUIMICA FARMACEUTICA NACIONAL SA;60665981000975;FLUMAZENIL 0,5MG/5ML,INJ,AMPOLA 5ML;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;1000;1 - UN;7,86;7860;2020NE00383;43955;7;Materiais;;AV. EMILIO RIBAS,1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;FUTURA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES EIRELI;8231734000193;CONTROL NALOXONA, CLORIDRATO 0,4MG/ML, FA/SC/A 1 ML, IM/IV/SC;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;1000;1 - UN;6,5;6500;2020NE00384;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;FUTURA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES EIRELI;8231734000193;NALOXONA, CLORIDRATO 0.4MG/ML, INJETAVEL, AMPOLA/FRASCO AMPOLA 1 ML.;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;1000;1 - UN;6,5;6500;2020NE00384;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;PROVIP DISTRIBUIDORA HOSPITALAR LTDA. - EPP;20202872000140;CONTROL DEXMEDETOMIDINA,CLORIDR.100MCG/ML, SOL.INJ, A/FA/SP 2ML,IV;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;1000;1 - UN;10,8;10800;2020NE00385;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;PROVIP DISTRIBUIDORA HOSPITALAR LTDA. - EPP;20202872000140;DEXMEDETOMIDINA, CLORIDRATO 0.1MG/ML,INJ,FRASCO-AMPOLA 2ML;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;1000;1 - UN;10,8;10800;2020NE00385;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
SECRETARIA DA SAUDE;2020/16139;MEDICAMENTOS PADRONIZAÁ„O COVID19;PREG√O;PROVIP DISTRIBUIDORA HOSPITALAR LTDA. - EPP;20202872000140;GERAIS SALBUTAMOL,SULF.120MCG/DOSE(EQ.100MCG SALBUTAMOL),SOL.AER.BUCAL;PARA ATENDER PACIENTES NO CONTROLE DA PANDEMIA;6000;540 - DOSE;0,11;660;2020NE00385;43955;7;Materiais;;AV. EMILIO RIBAS, 1819;GOVERNO DO ESTADO DE SAO PAULO
